FULL_NAME,PLAYER_ID,SEASON_ID,RANK_PG_EFF,EFF_CHANGE,TARGET,TEAM_ABBREVIATION,PLAYER_AGE,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,POSITION
Richard Hamilton,1888,2005-06,51,-1,FALSE,DET,28,80,35.3,8.1,16.5,0.491,0.7,1.5,0.458,3.2,3.8,0.845,1.1,2.2,3.2,3.4,0.7,0.2,2.2,2.6,20.1,SG
Richard Hamilton,1888,2006-07,52,-17,TRUE,DET,29,75,36.8,7.3,15.6,0.468,0.6,1.7,0.341,4.6,5.4,0.861,1,2.8,3.8,3.8,0.8,0.2,2.1,3.1,19.8,SG
Richard Hamilton,1888,2007-08,69,-7,FALSE,DET,30,72,33.7,6.9,14.3,0.484,0.9,2,0.44,2.6,3.1,0.833,1,2.2,3.3,4.2,1,0.1,1.8,2.4,17.3,SG
Andre Miller,1889,1999-00,87,51,FALSE,CLE,24,82,25.5,4.1,9.2,0.449,0.1,0.6,0.204,2.8,3.6,0.774,1,2.4,3.4,5.8,1,0.2,2,2.4,11.1,PG
Andre Miller,1889,2000-01,36,24,FALSE,CLE,25,82,34.7,5.5,12.2,0.452,0.2,0.8,0.266,4.6,5.5,0.833,1.1,3.2,4.4,8,1.5,0.3,3.2,2.8,15.8,PG
Andre Miller,1889,2001-02,12,-50,FALSE,CLE,26,81,37.3,5.9,12.9,0.454,0.3,1.1,0.253,4.5,5.5,0.817,1.3,3.3,4.7,10.9,1.6,0.4,3,2.8,16.5,PG
Andre Miller,1889,2002-03,62,22,FALSE,LAC,27,80,36.4,4.7,11.6,0.406,0.3,1.4,0.213,3.9,4.9,0.795,1.1,2.9,4,6.7,1.2,0.1,2.6,2.5,13.6,PG
Andre Miller,1889,2003-04,40,-6,FALSE,DEN,28,82,34.6,5.2,11.5,0.457,0.1,0.8,0.185,4.2,5,0.832,1.5,2.9,4.5,6.1,1.7,0.3,2.6,2.4,14.8,PG
Andre Miller,1889,2004-05,46,4,FALSE,DEN,29,82,34.8,5.2,10.9,0.477,0.1,0.5,0.154,3.1,3.7,0.838,1.2,2.9,4.1,6.9,1.5,0.1,2.7,2.5,13.6,PG
Andre Miller,1889,2005-06,42,-7,FALSE,DEN,30,82,35.8,4.9,10.6,0.463,0.1,0.3,0.185,3.8,5.2,0.738,1.1,3.2,4.3,8.2,1.3,0.2,3.1,2.6,13.7,PG
Andre Miller,1889,2006-07,49,-1,FALSE,TOT,31,80,37.1,5.3,11.4,0.466,0.1,0.4,0.143,2.8,3.5,0.784,1.2,3.2,4.4,7.8,1.4,0.1,2.8,2.3,13.4,PG
Andre Miller,1889,2007-08,50,12,FALSE,PHI,32,82,36.8,6.9,14.1,0.492,0,0.4,0.088,3.1,4.1,0.772,1.2,2.8,4,6.9,1.3,0.1,2.5,2.2,17,PG
Andre Miller,1889,2008-09,38,-37,FALSE,PHI,33,82,36.3,6,12.7,0.473,0.2,0.6,0.283,4.1,5,0.826,1.5,3,4.5,6.5,1.3,0.2,2.4,2.4,16.3,PG
Andre Miller,1889,2009-10,75,16,FALSE,POR,34,82,30.5,4.9,11.1,0.445,0.2,1,0.2,3.9,4.8,0.821,1,2.3,3.2,5.4,1.1,0.1,2.1,2.1,14,PG
Andre Miller,1889,2010-11,59,-17,FALSE,POR,35,81,32.7,4.8,10.4,0.46,0,0.5,0.108,3.1,3.6,0.853,1.2,2.5,3.7,7,1.4,0.1,2.4,2.1,12.7,PG
Andre Miller,1889,2011-12,76,-18,FALSE,DEN,36,66,27.4,3.7,8.4,0.438,0.3,1.3,0.217,2.1,2.6,0.811,0.8,2.5,3.3,6.7,1,0.1,2.7,2,9.7,PG
Andre Miller,1889,2012-13,94,-103,TRUE,DEN,37,82,26.2,3.7,7.7,0.479,0.2,0.8,0.266,2,2.4,0.84,0.7,2.2,2.9,5.9,0.9,0.1,2.1,1.9,9.6,PG
Andre Miller,1889,2013-14,197,-28,FALSE,TOT,38,58,16.9,1.8,4,0.459,0.2,0.4,0.524,1,1.3,0.779,0.5,1.8,2.2,3.4,0.6,0.2,1.1,1.3,4.9,PG
Shawn Marion,1890,2000-01,11,-2,FALSE,PHX,23,79,36.2,7.1,14.7,0.48,0.3,1,0.256,3,3.7,0.81,2.8,7.9,10.7,2,1.7,1.4,1.6,2.7,17.3,SF
Shawn Marion,1890,2001-02,13,4,FALSE,PHX,24,81,38.4,8.1,17.2,0.469,0.6,1.5,0.393,2.4,2.8,0.845,2.6,7.3,9.9,2,1.8,1.1,1.8,2.6,19.1,SF
Shawn Marion,1890,2002-03,9,-1,FALSE,PHX,25,81,41.7,8.2,18.1,0.452,1.7,4.5,0.387,3.1,3.6,0.851,2.5,7.1,9.5,2.4,2.3,1.2,1.9,2.6,21.2,SF
Shawn Marion,1890,2003-04,10,5,FALSE,PHX,26,79,40.7,7.5,17,0.44,1.1,3.4,0.34,2.9,3.4,0.851,2.7,6.6,9.3,2.7,2.1,1.3,2,2.6,19,SF
Shawn Marion,1890,2004-05,5,2,FALSE,PHX,27,81,38.9,7.6,15.9,0.476,1.4,4.2,0.334,2.8,3.4,0.833,2.9,8.4,11.3,1.9,2,1.5,1.5,2.5,19.4,SF
Shawn Marion,1890,2005-06,3,-9,FALSE,PHX,28,81,40.3,8.8,16.9,0.525,1.2,3.6,0.331,3,3.7,0.809,3.1,8.8,11.8,1.8,2,1.7,1.5,2.8,21.8,SF
Shawn Marion,1890,2006-07,12,-6,FALSE,PHX,29,80,37.6,7,13.4,0.524,1,3.2,0.317,2.5,3.1,0.81,2.2,7.7,9.8,1.7,2,1.5,1.4,2.7,17.5,SF
Shawn Marion,1890,2007-08,18,-24,FALSE,TOT,30,63,36.7,6.3,12.5,0.508,1,3.1,0.333,1.7,2.4,0.707,2.2,8,10.2,2.2,2,1.3,1.4,2.4,15.4,SF
Shawn Marion,1890,2008-09,42,-38,FALSE,TOT,31,69,35.8,5.5,11.4,0.485,0.1,0.8,0.189,1.7,2.1,0.796,2.6,5.9,8.5,2,1.3,1,1.5,1.9,12.9,SF
Shawn Marion,1890,2009-10,80,2,FALSE,DAL,32,75,31.8,5.3,10.4,0.508,0,0.3,0.158,1.4,1.9,0.755,2.1,4.3,6.4,1.4,0.9,0.8,1.3,1.9,12,SF
Shawn Marion,1890,2010-11,78,17,FALSE,DAL,33,80,28.2,5.4,10.4,0.52,0.1,0.4,0.152,1.6,2.1,0.768,2.1,4.8,6.9,1.4,0.9,0.6,1.6,1.8,12.5,SF
Shawn Marion,1890,2011-12,61,19,FALSE,DAL,34,63,30.5,4.6,10.3,0.446,0.3,1.1,0.294,1.2,1.5,0.796,2.3,5.1,7.4,2.1,1.1,0.6,1.6,1.4,10.6,SF
Shawn Marion,1890,2012-13,42,-44,TRUE,DAL,35,67,30,5.3,10.3,0.514,0.3,1.1,0.315,1.2,1.5,0.782,2.2,5.7,7.8,2.4,1.1,0.7,1.5,1.7,12.1,SF
Jason Terry,1891,1999-00,152,95,FALSE,ATL,22,81,23.3,3.1,7.4,0.415,0.6,1.9,0.293,1.4,1.7,0.807,0.3,1.8,2,4.3,1.1,0.1,1.9,1.6,8.1,SG
Jason Terry,1891,2000-01,57,21,FALSE,ATL,23,82,37.7,7.3,16.7,0.436,1.5,3.8,0.395,3.7,4.4,0.846,0.5,2.8,3.3,4.9,1.3,0.1,2.9,2.5,19.7,SG
Jason Terry,1891,2001-02,36,6,FALSE,ATL,24,78,38,6.7,15.6,0.43,2.2,5.7,0.387,3.6,4.4,0.835,0.5,2.9,3.5,5.7,1.8,0.2,2.3,2,19.3,SG
Jason Terry,1891,2002-03,30,-26,FALSE,ATL,25,81,38.1,6,14.1,0.428,2,5.3,0.371,3.2,3.6,0.887,0.5,3,3.4,7.4,1.6,0.2,3.1,2.2,17.2,SG
Jason Terry,1891,2003-04,56,-10,FALSE,ATL,26,81,37.2,6.2,14.8,0.417,1.8,5.2,0.347,2.7,3.2,0.827,0.6,3.5,4.1,5.4,1.5,0.2,2.8,2.4,16.8,SG
Jason Terry,1891,2004-05,66,5,FALSE,DAL,27,80,30,4.7,9.3,0.501,1.3,3.1,0.42,1.8,2.2,0.844,0.5,1.9,2.4,5.4,1.4,0.2,1.8,2.2,12.4,SG
Jason Terry,1891,2005-06,61,7,FALSE,DAL,28,80,35,6.5,13.7,0.47,2.1,5.2,0.411,2.1,2.6,0.8,0.4,1.6,2,3.8,1.3,0.3,1.7,2.5,17.1,SG
Jason Terry,1891,2006-07,54,-32,FALSE,DAL,29,81,35.1,6.3,13.1,0.484,2,4.6,0.438,2,2.5,0.804,0.5,2.3,2.9,5.2,1,0.2,1.9,2.1,16.7,SG
Jason Terry,1891,2007-08,86,31,FALSE,DAL,30,82,31.4,5.7,12.3,0.467,1.7,4.4,0.375,2.3,2.7,0.857,0.4,2.2,2.5,3.2,1.1,0.2,1.1,2.1,15.5,SG
Jason Terry,1891,2008-09,55,-33,FALSE,DAL,31,74,33.7,7.3,15.8,0.463,2.3,6.2,0.366,2.7,3,0.88,0.5,1.9,2.4,3.4,1.3,0.3,1.6,1.9,19.6,SG
Jason Terry,1891,2009-10,88,-13,FALSE,DAL,32,77,33,5.9,13.5,0.438,1.8,4.8,0.365,3,3.5,0.866,0.2,1.6,1.8,3.8,1.2,0.2,1.4,1.8,16.6,SG
Jason Terry,1891,2010-11,101,17,FALSE,DAL,33,82,31.3,6,13.3,0.451,1.5,4.3,0.362,2.2,2.6,0.85,0.3,1.6,1.9,4.1,1.1,0.2,2,1.7,15.8,SG
Jason Terry,1891,2011-12,84,-60,TRUE,DAL,34,63,31.7,5.7,13.2,0.43,2.2,5.8,0.378,1.6,1.8,0.883,0.3,2.1,2.4,3.6,1.2,0.2,2,1.1,15.1,SG
Jason Terry,1891,2014-15,218,-36,FALSE,HOU,37,77,21.3,2.4,5.8,0.422,1.6,4.2,0.39,0.5,0.6,0.813,0.2,1.4,1.6,1.9,0.9,0.2,1,1.5,7,SG
Jason Terry,1891,2015-16,254,-1,FALSE,HOU,38,72,17.5,2.1,5.2,0.402,1.3,3.6,0.356,0.4,0.5,0.818,0.2,0.9,1.1,1.4,0.7,0.1,0.7,1.3,5.9,SG
Metta World Peace,1897,1999-00,119,21,FALSE,CHI,20,72,31.1,4.3,10.5,0.407,0.8,2.7,0.314,2.6,3.9,0.674,0.9,3.4,4.3,2.8,1.7,0.5,2.3,2.2,12,SF
Metta World Peace,1897,2002-03,53,4,FALSE,IND,23,69,33.6,5.2,12.3,0.428,1,3.1,0.336,4,5.4,0.736,1.5,3.8,5.2,2.9,2.3,0.7,2.1,3.5,15.5,SF
Metta World Peace,1897,2005-06,55,15,FALSE,TOT,26,56,39.4,6.3,15.5,0.404,1.4,4.5,0.308,3.7,5.4,0.675,1.3,3.8,5.1,3.6,2.2,0.7,2.3,2.9,17.6,SF
Metta World Peace,1897,2006-07,40,2,FALSE,SAC,27,70,37.7,6.5,14.9,0.44,1.3,3.7,0.358,4.4,5.9,0.74,1.5,5,6.5,3.4,2.1,0.6,2.1,2.9,18.8,SF
Metta World Peace,1897,2007-08,38,-27,FALSE,SAC,28,57,38.1,7.6,16.9,0.453,1.5,3.9,0.38,3.7,5.2,0.719,1.8,4,5.8,3.5,2.3,0.7,2.6,2.8,20.5,SF
Metta World Peace,1897,2008-09,65,-45,TRUE,HOU,29,69,35.5,6,15,0.401,2.2,5.6,0.399,2.8,3.8,0.748,0.9,4.3,5.2,3.3,1.5,0.3,2,2.2,17.1,SF
Metta World Peace,1897,2009-10,110,-34,FALSE,LAL,30,77,33.8,4,9.6,0.414,1.4,3.8,0.355,1.7,2.4,0.688,1.3,3,4.3,3,1.4,0.3,1.6,2.1,11,SF
Metta World Peace,1897,2010-11,144,-1,FALSE,LAL,31,82,29.4,3.2,8,0.397,1,2.8,0.356,1.1,1.7,0.676,1.2,2,3.3,2.1,1.5,0.4,1.1,2.2,8.5,SF
Metta World Peace,1897,2011-12,145,46,FALSE,LAL,32,64,26.9,2.9,7.3,0.394,0.9,3,0.296,1.1,1.8,0.617,1.1,2.3,3.4,2.2,1.1,0.4,1.1,2.1,7.7,SF
Andrei Kirilenko,1905,2001-02,87,33,FALSE,UTA,21,82,26.3,3.5,7.7,0.45,0.3,1.2,0.25,3.5,4.5,0.768,1.8,3.1,4.9,1.1,1.4,1.9,1.3,1.9,10.7,SF
Andrei Kirilenko,1905,2002-03,54,42,FALSE,UTA,22,80,27.7,3.9,8,0.491,0.5,1.4,0.325,3.7,4.6,0.8,1.8,3.4,5.3,1.7,1.5,2.2,1.7,2.3,12,SF
Andrei Kirilenko,1905,2005-06,15,-75,TRUE,UTA,25,69,37.7,4.9,10.6,0.46,0.5,1.7,0.308,5,7.2,0.699,2.3,5.7,8,4.3,1.5,3.2,2.9,2.3,15.3,SF
Andrei Kirilenko,1905,2006-07,90,17,FALSE,UTA,26,70,29.3,2.8,6,0.471,0.2,1.1,0.213,2.5,3.4,0.728,1.3,3.4,4.7,2.9,1.1,2.1,1.9,2.5,8.3,SF
Manu Ginobili,1938,2003-04,77,32,FALSE,SAS,26,77,29.3,4.3,10.2,0.418,1.1,3.2,0.359,3.1,3.9,0.802,1.1,3.4,4.5,3.8,1.8,0.2,2.1,2.4,12.8,SG
Manu Ginobili,1938,2006-07,51,18,FALSE,SAS,29,75,27.5,5.3,11.4,0.464,1.7,4.3,0.396,4.3,5,0.86,0.8,3.6,4.4,3.5,1.5,0.4,2.1,2.1,16.5,SG
Manu Ginobili,1938,2009-10,50,4,FALSE,SAS,32,75,28.7,5.3,12,0.441,1.8,4.7,0.377,4.1,4.7,0.87,0.9,2.9,3.8,4.9,1.4,0.3,2.1,2.1,16.5,SG
Manu Ginobili,1938,2013-14,93,-39,FALSE,SAS,36,68,22.8,4.3,9.2,0.469,1.3,3.8,0.349,2.4,2.8,0.851,0.4,2.5,3,4.3,1,0.3,2,1.9,12.3,SG
Manu Ginobili,1938,2014-15,132,-15,FALSE,SAS,37,70,22.7,3.6,8.4,0.426,1.3,3.7,0.345,2.1,2.9,0.721,0.4,2.6,3,4.2,1,0.3,2.2,2,10.5,SG
Manu Ginobili,1938,2015-16,147,-54,TRUE,SAS,38,58,19.6,3.4,7.5,0.453,1.2,3.1,0.391,1.6,1.9,0.813,0.4,2.1,2.5,3.1,1.1,0.2,1.7,1.7,9.6,SG
Manu Ginobili,1938,2016-17,201,9,FALSE,SAS,39,69,18.7,2.5,6.4,0.39,1.3,3.3,0.392,1.2,1.6,0.804,0.4,1.9,2.3,2.7,1.2,0.2,1.4,1.7,7.5,SG
Manu Ginobili,1938,2017-18,192,99,FALSE,SAS,40,65,20,3.1,7.1,0.434,1,3,0.333,1.7,2,0.84,0.3,1.9,2.2,2.5,0.7,0.2,1.6,1.9,8.9,SG
Kenyon Martin,2030,2000-01,68,-1,FALSE,NJN,23,68,33.4,5.1,11.4,0.445,0,0.2,0.091,1.8,2.8,0.63,2,5.4,7.4,1.9,1.1,1.7,2,4.1,12,PF
Kenyon Martin,2030,2001-02,69,35,FALSE,NJN,24,73,34.3,6.1,13.2,0.463,0.2,0.9,0.224,2.5,3.7,0.678,1.5,3.8,5.3,2.6,1.2,1.7,2.4,3.6,14.9,PF
Kenyon Martin,2030,2002-03,34,13,FALSE,NJN,25,77,34.1,6.6,14.1,0.47,0.1,0.6,0.209,3.3,5.1,0.653,2.1,6.2,8.3,2.4,1.3,0.9,2.5,3.8,16.7,PF
Kenyon Martin,2030,2003-04,21,-22,TRUE,NJN,26,65,34.6,6.8,13.8,0.488,0.1,0.4,0.28,3.1,4.5,0.684,2,7.4,9.5,2.5,1.5,1.3,2.6,3.5,16.7,PF
Kenyon Martin,2030,2007-08,79,-6,FALSE,DEN,30,71,30.4,5.3,9.8,0.538,0,0.2,0.182,1.7,3,0.58,1.5,5,6.5,1.3,1.2,1.2,1.3,3.3,12.4,PF
Mike Miller,2034,2000-01,108,29,FALSE,ORL,21,82,29.1,4.5,10.3,0.436,1.8,4.4,0.407,1.1,1.6,0.711,0.8,3.2,4,1.7,0.6,0.2,1.2,2.4,11.9,SF
Mike Miller,2034,2001-02,79,4,FALSE,ORL,22,63,33.8,5.6,12.7,0.438,1.8,4.8,0.383,2.2,2.9,0.762,0.8,3.6,4.3,3.1,0.7,0.4,1.7,2.3,15.2,SF
Mike Miller,2034,2004-05,80,17,FALSE,MEM,25,76,30,5.1,10.1,0.505,1.8,4.3,0.433,1.4,2,0.72,0.5,3.5,3.9,2.9,0.7,0.3,1.7,2.6,13.4,SF
Mike Miller,2034,2005-06,63,20,FALSE,MEM,26,74,30.6,4.8,10.3,0.466,1.9,4.6,0.407,2.3,2.8,0.8,0.6,4.8,5.4,2.7,0.7,0.4,1.9,2.3,13.7,SF
Mike Miller,2034,2006-07,43,-15,TRUE,MEM,27,70,39.1,6.6,14.4,0.46,2.9,7.1,0.406,2.3,2.9,0.793,0.7,4.7,5.4,4.3,0.8,0.3,2.6,2,18.5,SF
Mike Miller,2034,2007-08,58,-15,FALSE,MEM,28,70,35.3,5.9,11.8,0.502,2.2,5.1,0.432,2.3,3,0.774,0.7,5.9,6.7,3.4,0.5,0.2,2.6,2.1,16.4,SF
Jamal Crawford,2037,2002-03,118,45,FALSE,CHI,23,80,24.9,4.2,10.1,0.413,1.1,3,0.355,1.3,1.6,0.806,0.3,2.1,2.3,4.2,1,0.3,1.7,1.6,10.7,SG
Jamal Crawford,2037,2003-04,73,0,FALSE,CHI,24,80,35.1,6.4,16.5,0.386,2.1,6.5,0.317,2.5,3,0.833,0.6,3,3.5,5.1,1.4,0.4,2.4,2,17.3,SG
Jamal Crawford,2037,2004-05,73,-12,FALSE,NYK,25,70,38.4,6.2,15.7,0.398,2.6,7.3,0.361,2.6,3.1,0.843,0.5,2.4,2.9,4.3,1.3,0.3,2.1,1.9,17.7,SG
Jamal Crawford,2037,2005-06,85,5,FALSE,NYK,26,79,32.3,4.6,11.1,0.416,1.3,3.7,0.345,3.7,4.5,0.826,0.5,2.7,3.1,3.8,1.1,0.2,2.2,1.9,14.3,SG
Jamal Crawford,2037,2006-07,80,10,FALSE,NYK,27,59,37.3,6,15,0.4,1.7,5.5,0.32,3.9,4.6,0.838,0.7,2.5,3.2,4.4,1,0.1,2.7,1.9,17.6,SG
Jamal Crawford,2037,2007-08,70,9,FALSE,NYK,28,80,39.9,7.1,17.4,0.41,2.2,6.2,0.356,4.1,4.8,0.864,0.5,2.1,2.6,5,1,0.2,2.4,1.8,20.6,SG
Jamal Crawford,2037,2008-09,61,-22,FALSE,TOT,29,65,38.1,6.4,15.7,0.41,2.2,6.1,0.36,4.6,5.3,0.872,0.4,2.6,3,4.4,0.9,0.2,2.3,1.4,19.7,SG
Jamal Crawford,2037,2009-10,83,-44,FALSE,ATL,30,79,31.1,6.3,14,0.449,2.1,5.4,0.382,3.4,4,0.857,0.4,2.1,2.5,3,0.8,0.2,1.7,1.7,18,SG
Jamal Crawford,2037,2010-11,127,14,FALSE,ATL,31,76,30.2,4.8,11.5,0.421,1.6,4.6,0.341,2.9,3.4,0.854,0.3,1.4,1.7,3.2,0.8,0.2,1.9,1.3,14.2,SG
Jamal Crawford,2037,2011-12,113,9,FALSE,POR,32,60,26.9,4.7,12.3,0.384,1.3,4.3,0.308,3.2,3.4,0.927,0.3,1.7,2,3.2,0.9,0.2,1.9,1.2,14,SG
Jamal Crawford,2037,2012-13,104,19,FALSE,LAC,33,76,29.3,5.9,13.4,0.438,2,5.2,0.376,2.8,3.3,0.871,0.3,1.4,1.7,2.5,1,0.2,1.9,0.9,16.5,SG
Jamal Crawford,2037,2013-14,85,-38,TRUE,LAC,34,69,30.4,6.1,14.7,0.416,2.3,6.5,0.361,4,4.7,0.866,0.5,1.8,2.3,3.2,0.9,0.2,2,1.7,18.6,SG
Jamal Crawford,2037,2014-15,123,-25,FALSE,LAC,35,64,26.6,5.2,13.1,0.396,1.9,5.7,0.327,3.5,3.9,0.901,0.3,1.7,1.9,2.5,0.9,0.2,1.4,1.7,15.8,SG
Jamal Crawford,2037,2015-16,148,-28,FALSE,LAC,36,79,26.9,4.8,11.9,0.404,1.5,4.4,0.34,3.1,3.4,0.904,0.3,1.6,1.8,2.3,0.7,0.2,1.4,1.5,14.2,SG
Jamal Crawford,2037,2016-17,176,-29,FALSE,LAC,37,82,26.3,4.4,10.6,0.413,1.4,3.9,0.36,2.1,2.5,0.857,0.2,1.4,1.6,2.6,0.7,0.2,1.6,1.4,12.3,SG
Jamal Crawford,2037,2017-18,205,-15,FALSE,MIN,38,80,20.7,3.9,9.3,0.415,1.3,3.9,0.331,1.3,1.4,0.903,0.3,1,1.2,2.3,0.5,0.1,1.2,1.1,10.3,SG
Hedo Turkoglu,2045,2000-01,172,54,FALSE,SAC,22,74,16.9,1.9,4.5,0.412,0.4,1.2,0.326,1.2,1.5,0.777,0.7,2.2,2.8,0.9,0.7,0.3,0.7,1.9,5.3,SF
Hedo Turkoglu,2045,2005-06,64,-34,FALSE,ORL,27,78,33.5,5.1,11.2,0.454,1.5,3.6,0.403,3.3,3.8,0.861,0.9,3.4,4.3,2.8,0.9,0.3,1.7,3,14.9,SF
Hedo Turkoglu,2045,2006-07,98,61,FALSE,ORL,28,73,31.1,4.7,11.3,0.419,1.5,3.8,0.388,2.3,3,0.781,0.8,3.2,4,3.2,1,0.2,2,3,13.3,SF
Hedo Turkoglu,2045,2007-08,37,-17,FALSE,ORL,29,82,36.9,6.8,14.9,0.456,2,5.1,0.4,4,4.8,0.829,1,4.7,5.7,5,0.9,0.3,3,3,19.5,SF
Hedo Turkoglu,2045,2008-09,54,-41,TRUE,ORL,30,77,36.6,5.5,13.3,0.413,1.7,4.9,0.356,4.1,5.1,0.807,0.6,4.7,5.3,4.9,0.8,0.2,2.6,2.8,16.8,SF
Hedo Turkoglu,2045,2009-10,95,-1,FALSE,TOR,31,74,30.7,3.7,9.1,0.409,1.5,3.9,0.374,2.4,3.1,0.774,0.6,4.1,4.6,4.1,0.7,0.4,1.7,3,11.3,SF
Hedo Turkoglu,2045,2010-11,96,-7,FALSE,TOT,32,81,31.4,4,8.9,0.446,1.6,3.8,0.41,1.3,1.9,0.679,0.6,3.8,4.4,4.2,0.9,0.4,1.6,3,10.8,SF
Hedo Turkoglu,2045,2014-15,264,79,FALSE,LAC,36,62,11.4,1.3,3,0.441,1,2.2,0.432,0.1,0.2,0.545,0.1,1.5,1.6,0.6,0.3,0.1,0.5,1.1,3.7,SF
Tyson Chandler,2199,2001-02,151,60,FALSE,CHI,19,71,19.6,2.1,4.3,0.497,0,0,0,1.9,3.1,0.604,1.6,3.2,4.8,0.8,0.4,1.3,1.4,2.5,6.1,C
Tyson Chandler,2199,2004-05,61,-26,FALSE,CHI,22,80,27.4,2.6,5.2,0.494,0,0,0,2.8,4.2,0.673,3.3,6.4,9.7,0.8,0.9,1.8,1.5,3.4,8,C
Tyson Chandler,2199,2005-06,87,48,FALSE,CHI,23,79,26.8,2,3.6,0.565,0,0,0,1.2,2.4,0.503,3.4,5.7,9,1,0.5,1.3,1.6,3.8,5.3,C
Tyson Chandler,2199,2006-07,39,8,FALSE,NOK,24,73,34.6,4,6.4,0.624,0,0,0,1.5,2.8,0.527,4.4,8,12.4,0.9,0.5,1.8,1.7,3.3,9.5,C
Tyson Chandler,2199,2010-11,49,22,FALSE,DAL,28,74,27.8,3.6,5.5,0.654,0,0,0,2.9,4,0.732,2.8,6.6,9.4,0.4,0.5,1.1,1.2,3.2,10.1,C
Tyson Chandler,2199,2011-12,27,-3,FALSE,NYK,29,62,33.2,3.9,5.7,0.679,0,0,0,3.5,5.1,0.689,3.4,6.5,9.9,0.9,0.9,1.4,1.6,3,11.3,C
Tyson Chandler,2199,2014-15,19,-68,TRUE,DAL,32,75,30.5,3.9,5.9,0.666,0,0,0,2.5,3.4,0.72,3.9,7.6,11.5,1.1,0.6,1.2,1.4,2.3,10.3,C
Pau Gasol,2200,2001-02,20,5,FALSE,MEM,21,82,36.7,6.7,13,0.518,0,0.1,0.2,4.1,5.8,0.709,2.9,6,8.9,2.7,0.5,2.1,2.7,2.4,17.6,PF
Pau Gasol,2200,2002-03,15,-13,FALSE,MEM,22,82,36,6.9,13.6,0.51,0,0.1,0.1,5.1,6.9,0.736,2.3,6.4,8.8,2.8,0.4,1.8,2.6,2.7,19,PF
Pau Gasol,2200,2005-06,13,7,FALSE,MEM,25,80,39.2,7.5,14.9,0.503,0,0.2,0.25,5.3,7.7,0.689,2.4,6.5,8.9,4.6,0.6,1.9,2.9,2.3,20.4,PF
Pau Gasol,2200,2006-07,6,-10,FALSE,MEM,26,59,36.1,7.8,14.5,0.538,0.1,0.2,0.273,5.1,6.8,0.748,2.5,7.3,9.8,3.4,0.5,2.1,2.7,2.3,20.8,PF
Pau Gasol,2200,2007-08,16,10,FALSE,TOT,27,66,35.6,7.2,13.5,0.534,0.1,0.2,0.25,4.4,5.5,0.807,2.3,6,8.4,3.2,0.5,1.5,1.9,2.1,18.9,PF
Pau Gasol,2200,2008-09,6,1,FALSE,LAL,28,81,37,7.3,12.9,0.567,0,0,0.5,4.2,5.4,0.781,3.2,6.4,9.6,3.5,0.6,1,1.9,2.1,18.9,PF
Pau Gasol,2200,2009-10,5,0,FALSE,LAL,29,65,37,7,13,0.536,0,0.1,0,4.4,5.6,0.79,3.7,7.6,11.3,3.4,0.6,1.7,2.2,2.3,18.3,PF
Pau Gasol,2200,2010-11,5,-3,FALSE,LAL,30,82,37,7.2,13.7,0.529,0,0,0.333,4.3,5.2,0.823,3.3,6.9,10.2,3.3,0.6,1.6,1.7,2.5,18.8,PF
Pau Gasol,2200,2013-14,18,10,FALSE,LAL,33,60,31.4,7.1,14.8,0.48,0.1,0.2,0.286,3.1,4.2,0.736,2.1,7.6,9.7,3.4,0.5,1.5,2.4,2.1,17.4,PF
Pau Gasol,2200,2014-15,8,-4,FALSE,CHI,34,78,34.4,7.3,14.8,0.494,0.2,0.3,0.462,3.8,4.7,0.803,2.8,9,11.8,2.7,0.3,1.9,2,1.9,18.5,PF
Pau Gasol,2200,2015-16,12,-44,TRUE,CHI,35,72,31.8,6.5,13.8,0.469,0.3,1,0.348,3.2,4,0.792,2.2,8.9,11,4.1,0.6,2,2.3,2.1,16.5,PF
Pau Gasol,2200,2016-17,56,2,FALSE,SAS,36,64,25.4,4.7,9.4,0.502,0.9,1.6,0.538,2,2.9,0.707,1.7,6.2,7.8,2.3,0.4,1.1,1.3,1.7,12.4,PF
Jason Richardson,2202,2001-02,96,11,FALSE,GSW,21,80,32.8,5.8,13.6,0.426,1,3.1,0.333,1.8,2.6,0.671,1.6,2.7,4.3,3,1.3,0.4,2,2.4,14.4,SG
Jason Richardson,2202,2002-03,85,35,FALSE,GSW,22,82,32.9,5.8,14.2,0.41,1.5,4.1,0.368,2.5,3.3,0.764,1.4,3.3,4.6,3,1.1,0.3,2.2,2.5,15.6,SG
Jason Richardson,2202,2003-04,50,19,FALSE,GSW,23,78,37.7,7.2,16.5,0.438,1,3.5,0.282,3.3,4.8,0.684,1.6,5.1,6.7,2.9,1.1,0.5,2.5,2.3,18.7,SG
Jason Richardson,2202,2004-05,31,0,FALSE,GSW,24,72,37.9,8.5,19,0.446,1.7,5.1,0.338,3,4.3,0.693,1.7,4.2,5.9,3.9,1.5,0.4,2.3,2.2,21.7,SG
Jason Richardson,2202,2007-08,39,-25,TRUE,CHA,27,82,38.4,7.9,17.9,0.441,3,7.3,0.406,3,4,0.752,1,4.4,5.4,3.1,1.4,0.7,2,2.9,21.8,SG
