FULL_NAME,PLAYER_ID,SEASON_ID,RANK_PG_EFF,EFF_CHANGE,TARGET,TEAM_ABBREVIATION,PLAYER_AGE,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,POSITION
Jermaine O'Neal,979,2001-02,17,7,FALSE,IND,23,72,37.6,7.5,15.7,0.479,0,0.2,0.071,3.9,5.7,0.688,2.6,7.9,10.5,1.6,0.6,2.3,2.4,3.7,19,C
Jermaine O'Neal,979,2002-03,10,-3,TRUE,IND,24,77,37.2,7.9,16.4,0.484,0.1,0.3,0.333,4.8,6.6,0.731,2.6,7.7,10.3,2,0.9,2.3,2.3,3.6,20.8,C
Jermaine O'Neal,979,2008-09,77,19,FALSE,TOT,30,68,29.8,5.4,11.3,0.474,0,0,0,2.6,3.3,0.788,1.9,4.5,6.4,1.8,0.4,2,2.1,3.1,13.3,C
Chauncey Billups,1497,1997-98,124,39,FALSE,TOT,21,80,27.7,3.5,9.4,0.374,1.3,4.1,0.329,2.8,3.3,0.85,0.8,1.6,2.4,3.9,1.3,0.1,2.2,2.2,11.2,PG
Chauncey Billups,1497,2000-01,134,54,FALSE,MIN,24,77,23.3,3.2,7.6,0.422,0.9,2.5,0.376,1.9,2.2,0.842,0.4,1.6,2.1,3.4,0.7,0.1,1.4,2.3,9.3,PG
Chauncey Billups,1497,2001-02,80,23,FALSE,MIN,25,82,28.7,4.2,10,0.423,1.5,3.8,0.394,2.5,2.9,0.885,0.4,2.3,2.8,5.5,0.8,0.2,1.7,2.1,12.5,PG
Chauncey Billups,1497,2002-03,57,5,FALSE,DET,26,74,31.4,4.9,11.8,0.421,2,5.1,0.392,4.3,4.9,0.878,0.5,3.2,3.7,3.9,0.9,0.2,1.8,1.8,16.2,PG
Chauncey Billups,1497,2003-04,52,11,FALSE,DET,27,78,35.4,5,12.8,0.394,1.7,4.3,0.388,5.2,5.9,0.878,0.4,3.1,3.5,5.7,1.1,0.1,2.4,2.3,16.9,PG
Chauncey Billups,1497,2004-05,41,18,FALSE,DET,28,80,35.8,5.1,11.4,0.442,2.1,4.8,0.426,4.3,4.8,0.898,0.6,2.8,3.4,5.8,1,0.1,2.3,2.4,16.5,PG
Chauncey Billups,1497,2005-06,23,-15,TRUE,DET,29,81,36.1,5.2,12.5,0.418,2.3,5.2,0.433,5.7,6.4,0.894,0.5,2.6,3.1,8.6,0.9,0.1,2.1,2,18.5,PG
Chauncey Billups,1497,2006-07,38,-3,FALSE,DET,30,70,36.2,5,11.6,0.427,1.6,4.5,0.345,5.5,6.2,0.883,0.3,3.1,3.4,7.2,1.2,0.2,2,2.3,17,PG
Chauncey Billups,1497,2007-08,41,2,FALSE,DET,31,78,32.3,5,11.2,0.448,1.8,4.4,0.401,5.1,5.6,0.918,0.5,2.2,2.7,6.8,1.3,0.2,2.1,1.7,17,PG
Chauncey Billups,1497,2008-09,39,-2,FALSE,TOT,32,79,35.3,5.2,12.4,0.418,2.1,5,0.408,5.3,5.8,0.913,0.4,2.6,3,6.4,1.2,0.2,2.2,2,17.7,PG
Chauncey Billups,1497,2009-10,41,-13,FALSE,DEN,33,73,34.1,5.5,13.2,0.418,2.2,5.6,0.386,6.4,7,0.91,0.3,2.8,3.1,5.6,1.1,0.1,2.4,2.1,19.5,PG
Stephen Jackson,1536,2002-03,112,48,FALSE,SAS,25,80,28.1,4.5,10.2,0.435,1.2,3.7,0.32,1.7,2.3,0.76,0.8,2.8,3.6,2.3,1.6,0.4,2.2,2.5,11.8,SF
Stephen Jackson,1536,2005-06,83,-1,FALSE,IND,28,81,35.9,5.8,14.2,0.411,1.4,4.2,0.345,3.3,4.2,0.786,0.6,3.3,3.9,2.8,1.3,0.5,2.5,2.4,16.4,SF
Stephen Jackson,1536,2006-07,84,19,FALSE,TOT,29,75,33,5.5,12.6,0.433,1.3,4.1,0.322,3.2,4,0.813,0.8,2.1,3,3.8,1.1,0.5,2.4,2.7,15.5,SF
Stephen Jackson,1536,2007-08,65,37,FALSE,GSW,30,73,39.1,6.7,16.5,0.405,2.5,6.9,0.363,4.2,5.1,0.832,0.9,3.4,4.4,4.1,1.3,0.4,2.7,2.3,20.1,SF
Stephen Jackson,1536,2008-09,28,-24,FALSE,GSW,31,59,39.6,7,16.9,0.414,1.7,5.2,0.338,5,6,0.826,1.2,3.9,5.1,6.5,1.5,0.5,3.9,2.6,20.7,SF
Stephen Jackson,1536,2009-10,52,-27,TRUE,TOT,32,81,38.6,7.4,17.5,0.423,1.6,4.9,0.328,4.2,5.4,0.779,1,4,5,3.7,1.6,0.5,3.2,2.4,20.6,SF
Antawn Jamison,1712,2000-01,24,-25,FALSE,GSW,25,82,41.4,9.8,22.1,0.442,0.8,2.5,0.302,4.7,6.5,0.715,3.4,5.3,8.7,2,1.4,0.3,2.4,2.7,24.9,PF
Antawn Jamison,1712,2001-02,49,25,FALSE,GSW,26,82,37,7.5,16.8,0.447,0.8,2.6,0.324,3.9,5.4,0.734,2.6,4.2,6.8,2,0.9,0.5,2,2.3,19.7,PF
Antawn Jamison,1712,2002-03,24,-31,FALSE,GSW,27,82,39.3,8.4,17.9,0.47,0.8,2.5,0.311,4.6,5.8,0.789,2.4,4.7,7,1.9,0.9,0.5,2.2,2.4,22.2,PF
Antawn Jamison,1712,2003-04,55,17,FALSE,DAL,28,82,29,6,11.1,0.535,0.2,0.5,0.4,2.7,3.6,0.748,2.8,3.5,6.3,0.9,1,0.4,1,2.1,14.8,PF
Antawn Jamison,1712,2004-05,38,10,FALSE,WAS,29,68,38.3,7.6,17.5,0.437,1,3.1,0.341,3.3,4.4,0.76,2.4,5.3,7.6,2.3,0.8,0.2,1.7,2.2,19.6,PF
Antawn Jamison,1712,2005-06,28,-8,FALSE,WAS,30,82,40.1,8,18.2,0.442,1.8,4.5,0.394,2.6,3.6,0.731,2,7.3,9.3,1.9,1.1,0.1,1.7,2.3,20.5,PF
Antawn Jamison,1712,2006-07,36,11,FALSE,WAS,31,70,38,7.3,16.3,0.45,2,5.4,0.364,3.2,4.4,0.736,1.9,6.1,8,1.9,1.1,0.5,1.5,2.8,19.8,PF
Antawn Jamison,1712,2007-08,25,9,FALSE,WAS,32,79,38.7,7.8,17.9,0.436,1.5,4.5,0.339,4.2,5.5,0.76,2.7,7.5,10.2,1.5,1.3,0.4,1.4,2.5,21.4,PF
Antawn Jamison,1712,2008-09,16,-28,FALSE,WAS,33,81,38.2,8.3,17.8,0.468,1.4,3.9,0.351,4.2,5.6,0.754,2.4,6.5,8.9,1.9,1.2,0.3,1.5,2.7,22.2,PF
Antawn Jamison,1712,2011-12,58,-77,TRUE,CLE,36,65,33.1,6.5,16.1,0.403,1.4,4.1,0.341,2.8,4.2,0.683,1.9,4.4,6.3,2,0.8,0.7,1.4,2.5,17.2,PF
Vince Carter,1713,1998-99,30,20,FALSE,TOR,22,50,35.2,6.9,15.3,0.45,0.4,1.3,0.288,4.1,5.4,0.761,1.9,3.8,5.7,3,1.1,1.5,2.2,2.8,18.3,SF
Vince Carter,1713,1999-00,10,0,FALSE,TOR,23,82,38.1,9.6,20.7,0.465,1.2,2.9,0.403,5.3,6.7,0.791,1.8,4,5.8,3.9,1.3,1.1,2.2,3.2,25.7,SF
Vince Carter,1713,2000-01,10,-14,FALSE,TOR,24,75,39.7,10.2,22.1,0.46,2.2,5.3,0.408,5.1,6.7,0.765,2.3,3.2,5.5,3.9,1.5,1.1,2.2,2.7,27.6,SF
Vince Carter,1713,2003-04,34,15,FALSE,TOR,27,73,38.2,8.3,20,0.417,1.3,3.3,0.383,4.6,5.7,0.806,1.3,3.5,4.8,4.8,1.2,0.9,3.1,2.9,22.5,SF
Vince Carter,1713,2004-05,19,-5,FALSE,TOT,28,77,36.7,9,20,0.452,1.6,4.1,0.406,4.8,6,0.798,1.4,3.8,5.2,4.2,1.4,0.6,2.2,3.2,24.5,SF
Vince Carter,1713,2005-06,24,7,FALSE,NJN,29,79,36.8,8.3,19.2,0.43,1.6,4.6,0.341,6.1,7.6,0.799,1.7,4.1,5.8,4.3,1.2,0.7,2.7,3,24.2,SF
Vince Carter,1713,2006-07,17,-9,FALSE,NJN,30,82,38.1,8.9,19.5,0.454,1.9,5.3,0.357,5.6,7,0.802,1.4,4.6,6,4.8,1,0.4,2.6,3.2,25.2,SF
Vince Carter,1713,2007-08,26,-1,FALSE,NJN,31,76,38.9,7.7,16.9,0.456,1.3,3.6,0.359,4.6,5.6,0.816,1.5,4.5,6,5.1,1.2,0.4,2.4,3.2,21.3,SF
Vince Carter,1713,2008-09,27,-49,FALSE,NJN,32,80,36.8,7.4,16.8,0.437,1.9,4.9,0.385,4.2,5.1,0.817,0.9,4.2,5.1,4.7,1,0.5,2.1,2.9,20.8,SF
Vince Carter,1713,2009-10,76,-34,FALSE,ORL,33,75,30.8,5.8,13.5,0.428,1.6,4.3,0.367,3.4,4.1,0.84,0.4,3.5,3.9,3.1,0.7,0.2,1.4,2.5,16.6,SF
Vince Carter,1713,2010-11,110,-15,FALSE,TOT,34,73,28.1,5.3,12.2,0.437,1.6,4.4,0.361,1.8,2.4,0.74,0.7,3,3.8,2,0.9,0.3,1.2,2.6,14,SF
Vince Carter,1713,2011-12,125,41,FALSE,DAL,35,61,25.3,3.7,8.9,0.411,1.2,3.4,0.361,1.6,1.9,0.826,0.5,2.8,3.4,2.3,0.9,0.4,1.4,2.2,10.1,SF
Vince Carter,1713,2012-13,84,-47,FALSE,DAL,36,81,25.8,4.6,10.6,0.435,2,4.9,0.406,2.2,2.8,0.816,0.7,3.4,4.1,2.4,0.9,0.5,1.3,2.8,13.4,SF
Vince Carter,1713,2013-14,131,-128,TRUE,DAL,37,81,24.4,4.1,10,0.407,1.8,4.6,0.394,2,2.4,0.821,0.8,2.7,3.5,2.6,0.8,0.4,1.3,2.6,11.9,SF
Vince Carter,1713,2014-15,259,26,FALSE,MEM,38,66,16.5,2,6.2,0.333,1,3.5,0.297,0.7,0.9,0.789,0.4,1.6,2,1.2,0.7,0.2,0.7,1.5,5.8,SF
Vince Carter,1713,2015-16,233,56,FALSE,MEM,39,60,16.8,2.2,5.7,0.388,1,2.8,0.349,1.2,1.4,0.833,0.5,1.9,2.4,0.9,0.6,0.3,0.6,1.7,6.6,SF
Vince Carter,1713,2018-19,221,-35,FALSE,ATL,42,76,17.5,2.6,6.2,0.419,1.6,4.2,0.389,0.6,0.9,0.712,0.4,2.1,2.6,1.1,0.6,0.4,0.6,1.9,7.4,SF
Vince Carter,1713,2019-20,256,105,FALSE,ATL,43,60,14.6,1.8,5.1,0.352,1,3.4,0.302,0.4,0.5,0.793,0.3,1.8,2.1,0.8,0.4,0.4,0.6,1.5,5,SF
Dirk Nowitzki,1717,1998-99,162,130,FALSE,DAL,21,47,20.4,2.9,7.1,0.405,0.3,1.4,0.206,2.1,2.7,0.773,0.9,2.6,3.4,1,0.6,0.6,1.6,2.2,8.2,PF
Dirk Nowitzki,1717,1999-00,32,23,FALSE,DAL,22,82,35.8,6.3,13.6,0.461,1.4,3.7,0.379,3.5,4.2,0.83,1.2,5.2,6.5,2.5,0.8,0.8,1.7,3.1,17.5,PF
Dirk Nowitzki,1717,2000-01,9,4,FALSE,DAL,23,82,38.1,7.2,15.2,0.474,1.8,4.8,0.387,5.5,6.6,0.838,1.5,7.7,9.2,2.1,1,1.2,1.9,3,21.8,PF
Dirk Nowitzki,1717,2001-02,5,-1,FALSE,DAL,24,76,38,7.9,16.6,0.477,1.8,4.6,0.397,5.8,6.8,0.853,1.6,8.4,9.9,2.4,1.1,1,1.9,2.9,23.4,PF
Dirk Nowitzki,1717,2002-03,6,1,FALSE,DAL,25,80,39,8.6,18.6,0.463,1.9,4.9,0.379,6,6.9,0.881,1,8.9,9.9,3,1.4,1,1.9,2.6,25.1,PF
Dirk Nowitzki,1717,2003-04,5,2,FALSE,DAL,26,77,37.8,7.9,17,0.462,1.3,3.8,0.341,4.8,5.5,0.877,1.2,7.5,8.7,2.7,1.2,1.4,1.8,2.8,21.8,PF
Dirk Nowitzki,1717,2004-05,3,-3,FALSE,DAL,27,78,38.7,8.5,18.5,0.459,1.2,2.9,0.399,7.9,9.1,0.869,1.2,8.5,9.7,3.1,1.2,1.5,2.3,2.8,26.1,PF
Dirk Nowitzki,1717,2005-06,6,3,FALSE,DAL,28,81,38.1,9.3,19.3,0.48,1.4,3.3,0.406,6.7,7.4,0.901,1.4,7.6,9,2.8,0.7,1,1.9,2,26.6,PF
Dirk Nowitzki,1717,2006-07,3,-4,FALSE,DAL,29,78,36.2,8.6,17.2,0.502,0.9,2.2,0.416,6.4,7.1,0.904,1.6,7.3,8.9,3.4,0.7,0.8,2.1,2.2,24.6,PF
Dirk Nowitzki,1717,2007-08,7,2,FALSE,DAL,30,77,36,8.2,17.1,0.479,1,2.9,0.359,6.2,7.1,0.879,1.2,7.3,8.6,3.5,0.7,0.9,2.1,2.6,23.6,PF
Dirk Nowitzki,1717,2008-09,5,-3,FALSE,DAL,31,81,37.7,9.6,20,0.479,0.8,2.1,0.359,6,6.7,0.89,1.1,7.3,8.4,2.4,0.8,0.8,1.9,2.2,25.9,PF
Dirk Nowitzki,1717,2009-10,8,-2,FALSE,DAL,32,81,37.5,8.9,18.5,0.481,0.6,1.5,0.421,6.6,7.2,0.915,1,6.7,7.7,2.7,0.9,1,1.8,2.6,25,PF
Dirk Nowitzki,1717,2010-11,10,-11,FALSE,DAL,33,73,34.3,8.4,16.2,0.517,0.9,2.3,0.393,5.4,6.1,0.892,0.7,6.3,7,2.6,0.5,0.6,1.9,2.4,23,PF
Dirk Nowitzki,1717,2013-14,17,-28,TRUE,DAL,36,80,32.9,7.9,15.9,0.497,1.6,4.1,0.398,4.2,4.7,0.899,0.5,5.7,6.2,2.7,0.9,0.6,1.5,2.1,21.7,PF
Dirk Nowitzki,1717,2014-15,45,7,FALSE,DAL,37,77,29.6,6.3,13.8,0.459,1.4,3.6,0.38,3.3,3.8,0.882,0.6,5.4,5.9,1.9,0.5,0.4,1.1,2.1,17.3,PF
Paul Pierce,1718,1998-99,35,9,FALSE,BOS,21,48,34,5.9,13.5,0.439,1.8,4.3,0.412,2.9,4.1,0.713,2.4,4,6.4,2.4,1.7,1,2.4,2.9,16.5,SF
Paul Pierce,1718,1999-00,26,5,FALSE,BOS,22,73,35.4,6.7,15.1,0.442,1.3,3.8,0.343,4.9,6.2,0.798,1.1,4.3,5.4,3,2.1,0.8,2.4,3.2,19.5,SF
Paul Pierce,1718,2000-01,21,12,FALSE,BOS,23,82,38.1,8.4,18.5,0.454,1.8,4.7,0.383,6.7,9,0.745,1.1,5.2,6.4,3.1,1.7,0.8,3.2,3.1,25.3,SF
Paul Pierce,1718,2001-02,9,-2,FALSE,BOS,24,82,40.2,8.6,19.5,0.442,2.6,6.3,0.404,6.3,7.8,0.809,1,5.9,6.9,3.2,1.9,1,2.9,2.9,26.1,SF
Paul Pierce,1718,2002-03,11,-7,FALSE,BOS,25,79,39.2,8.4,20.2,0.416,1.5,4.9,0.302,7.6,9.5,0.802,1.3,6,7.3,4.4,1.8,0.8,3.6,2.9,25.9,SF
Paul Pierce,1718,2003-04,18,4,FALSE,BOS,26,80,38.8,7.5,18.7,0.402,1.4,4.8,0.299,6.5,7.9,0.819,0.9,5.7,6.5,5.1,1.6,0.7,3.8,2.9,23,SF
Paul Pierce,1718,2004-05,14,4,FALSE,BOS,27,82,36.1,6.8,14.9,0.455,1.3,3.6,0.37,6.7,8.1,0.822,1,5.6,6.6,4.2,1.6,0.5,2.8,3.1,21.6,SF
Paul Pierce,1718,2007-08,34,2,FALSE,BOS,30,80,35.9,6.4,13.7,0.464,1.8,4.6,0.392,5.1,6.1,0.843,0.7,4.5,5.1,4.5,1.3,0.5,2.8,2.5,19.6,SF
Paul Pierce,1718,2008-09,32,-17,FALSE,BOS,31,81,37.5,6.7,14.6,0.457,1.5,3.8,0.391,5.7,6.8,0.83,0.7,5,5.6,3.6,1,0.3,2.8,2.7,20.5,SF
Paul Pierce,1718,2009-10,49,21,FALSE,BOS,32,71,34,5.8,12.2,0.472,1.5,3.7,0.414,5.2,6.1,0.852,0.5,3.8,4.4,3.1,1.2,0.4,2.3,2.8,18.3,SF
Paul Pierce,1718,2010-11,28,-2,FALSE,BOS,33,80,34.7,6.3,12.8,0.497,1.4,3.7,0.374,4.8,5.6,0.86,0.4,5,5.4,3.3,1,0.6,2.1,2.9,18.9,SF
Paul Pierce,1718,2011-12,30,1,FALSE,BOS,34,61,34,6.5,14.6,0.443,1.6,4.5,0.366,4.8,5.6,0.852,0.6,4.6,5.2,4.5,1.1,0.4,2.8,2.4,19.4,SF
Paul Pierce,1718,2012-13,29,-53,FALSE,BOS,35,77,33.4,6.2,14.2,0.436,1.9,5,0.38,4.3,5.5,0.787,0.6,5.7,6.3,4.8,1.1,0.4,2.8,2.7,18.6,SF
Paul Pierce,1718,2013-14,82,-28,FALSE,BKN,36,75,28,4.3,9.5,0.451,1.5,4,0.373,3.4,4.1,0.826,0.3,4.3,4.6,2.4,1.1,0.4,2,2.5,13.5,SF
Paul Pierce,1718,2014-15,110,-134,TRUE,WAS,37,73,26.2,4,9,0.447,1.6,4.2,0.389,2.2,2.9,0.781,0.6,3.4,4,2,0.6,0.3,1.3,2.2,11.9,SF
Al Harrington,1733,2002-03,97,6,FALSE,IND,23,82,30.1,4.7,10.9,0.434,0.2,0.6,0.283,2.6,3.3,0.77,1.9,4.3,6.2,1.5,0.9,0.4,2,3.4,12.2,PF
Al Harrington,1733,2003-04,91,35,FALSE,IND,24,79,30.9,5.3,11.5,0.463,0.3,1,0.273,2.3,3.2,0.734,2.1,4.4,6.4,1.7,1,0.3,2.1,3.2,13.3,PF
Al Harrington,1733,2004-05,56,8,FALSE,ATL,25,66,38.6,6.9,14.9,0.459,0.2,1.1,0.216,3.6,5.3,0.672,2.2,4.8,7,3.2,1.3,0.2,3.1,3.8,17.5,PF
Al Harrington,1733,2005-06,48,-21,FALSE,ATL,26,76,36.6,7.3,16.1,0.452,0.9,2.5,0.346,3.2,4.6,0.694,1.7,5.1,6.9,3.1,1.1,0.2,2.6,4,18.6,PF
Al Harrington,1733,2006-07,69,-24,FALSE,TOT,27,78,32.9,6.3,13.9,0.457,1.6,3.8,0.433,2.2,3.1,0.694,1.9,4.4,6.4,1.9,0.8,0.3,2.2,3.4,16.5,PF
Al Harrington,1733,2007-08,93,44,FALSE,GSW,28,81,27,5,11.4,0.434,1.9,5,0.375,1.8,2.3,0.774,1.3,4.1,5.4,1.6,0.9,0.2,1.1,3.3,13.6,PF
Al Harrington,1733,2008-09,49,-20,FALSE,TOT,29,73,34.9,7.3,16.6,0.439,2.3,6.4,0.364,3.2,4,0.793,1.4,4.9,6.2,1.4,1.2,0.3,2.2,3.1,20.1,PF
Al Harrington,1733,2009-10,69,-68,TRUE,NYK,30,72,30.5,6.2,14.3,0.435,1.9,5.7,0.342,3.3,4.4,0.757,1.2,4.4,5.6,1.5,0.9,0.4,1.8,2.9,17.7,PF
Al Harrington,1733,2010-11,137,69,FALSE,DEN,31,73,22.8,3.8,9.2,0.416,1.6,4.5,0.357,1.2,1.6,0.735,1,3.5,4.5,1.4,0.5,0.1,1.5,2.8,10.5,PF
Nazr Mohammed,1737,2003-04,123,32,FALSE,TOT,26,80,20.1,3.1,5.9,0.521,0,0,0,1.3,2.1,0.592,2.2,3.7,5.9,0.5,0.7,0.7,1.2,2.4,7.4,C
Nazr Mohammed,1737,2004-05,91,-46,TRUE,TOT,27,77,25.1,3.8,7.8,0.48,0,0,0,2,2.9,0.674,3.2,4.4,7.6,0.4,0.8,1.1,1.4,3.1,9.5,C
Nazr Mohammed,1737,2010-11,151,-37,FALSE,TOT,33,75,17.1,3.1,6,0.522,0,0,0,0.9,1.5,0.598,1.9,3,4.9,0.3,0.4,0.7,0.9,2.5,7.1,C
Rashard Lewis,1740,1999-00,147,96,FALSE,SEA,20,82,19.2,3.4,6.9,0.486,0.5,1.5,0.333,1,1.5,0.683,1.5,2.5,4.1,0.9,0.8,0.4,1,2,8.2,SF
Rashard Lewis,1740,2000-01,51,14,FALSE,SEA,21,78,34.9,5.5,11.4,0.48,1.6,3.7,0.432,2.3,2.7,0.826,1.8,5.1,6.9,1.6,1.2,0.6,1.7,2.4,14.8,SF
Rashard Lewis,1740,2001-02,37,-3,FALSE,SEA,22,71,36.4,6.4,13.7,0.468,1.7,4.5,0.389,2.3,2.8,0.81,2,5.1,7,1.7,1.5,0.6,1.4,2.5,16.8,SF
Rashard Lewis,1740,2002-03,40,-4,FALSE,SEA,23,77,39.5,6.7,14.9,0.452,1,2.8,0.346,3.7,4.5,0.82,2,4.6,6.5,1.7,1.3,0.5,1.9,2.7,18.1,SF
Rashard Lewis,1740,2003-04,44,5,FALSE,SEA,24,80,36.7,6.7,15.4,0.435,1.8,4.8,0.376,2.6,3.4,0.763,1.7,4.8,6.5,2.2,1.2,0.7,1.7,2.9,17.8,SF
Rashard Lewis,1740,2004-05,39,5,FALSE,SEA,25,71,38,7.5,16.2,0.462,2.4,6.1,0.4,3.1,4,0.777,1.5,3.9,5.5,1.3,1.1,0.9,1.7,2.2,20.5,SF
Rashard Lewis,1740,2005-06,34,11,FALSE,SEA,26,78,36.9,6.9,14.8,0.467,1.8,4.7,0.384,4.5,5.5,0.818,1.4,3.6,5,2.3,1.3,0.6,1.8,2.4,20.1,SF
Rashard Lewis,1740,2006-07,23,-37,FALSE,SEA,27,60,39.1,7.7,16.8,0.461,2.5,6.5,0.39,4.4,5.3,0.841,1.5,5.1,6.6,2.4,1.1,0.7,2,2.4,22.4,SF
Rashard Lewis,1740,2007-08,60,16,FALSE,ORL,28,81,38,6.4,14,0.455,2.8,6.8,0.409,2.7,3.2,0.838,1.2,4.2,5.4,2.4,1.2,0.5,1.7,2.6,18.2,SF
Rashard Lewis,1740,2008-09,44,-55,TRUE,ORL,29,79,36.2,6.1,13.8,0.439,2.8,7,0.397,2.8,3.4,0.836,1.2,4.6,5.7,2.6,1,0.6,2,2.5,17.7,SF
Elton Brand,1882,1999-00,16,1,FALSE,CHI,21,81,37,7.8,16.1,0.482,0,0,0,4.5,6.6,0.685,4.3,5.7,10,1.9,0.8,1.6,2.8,3.2,20.1,PF
Elton Brand,1882,2000-01,15,8,FALSE,CHI,22,74,39.3,7.8,16.4,0.476,0,0,0,4.5,6.4,0.708,3.9,6.2,10.1,3.2,1,1.6,3,3.3,20.1,PF
Elton Brand,1882,2001-02,7,-1,FALSE,LAC,23,80,37.7,6.7,12.6,0.527,0,0,0,4.9,6.6,0.742,5,6.6,11.6,2.4,1,2,2.2,3.2,18.2,PF
Elton Brand,1882,2002-03,8,5,FALSE,LAC,24,62,39.5,7.3,14.5,0.502,0,0,0,3.9,5.7,0.685,4.6,6.8,11.3,2.5,1.1,2.5,2.6,3.3,18.5,PF
Elton Brand,1882,2003-04,3,-9,FALSE,LAC,25,69,38.7,7,14.2,0.493,0,0,0,6,7.7,0.773,3.9,6.4,10.3,3.3,0.9,2.2,2.8,3.3,20,PF
Elton Brand,1882,2004-05,12,8,FALSE,LAC,26,81,37.1,7.8,15.4,0.503,0,0,0,4.5,6,0.752,3.7,5.9,9.5,2.6,0.8,2.1,2.3,3,20,PF
Elton Brand,1882,2005-06,4,-5,FALSE,LAC,27,79,39.2,9.6,18.2,0.527,0,0,0.333,5.6,7.2,0.775,3,7,10,2.6,1,2.5,2.2,2.9,24.7,PF
Elton Brand,1882,2009-10,85,50,FALSE,PHI,31,76,30.2,5.4,11.3,0.48,0,0,0,2.3,3.1,0.738,2.4,3.7,6.1,1.4,1.1,1.1,1.7,3.1,13.1,PF
Elton Brand,1882,2010-11,35,-15,FALSE,PHI,32,81,34.7,6.2,12.1,0.512,0,0,0,2.6,3.4,0.78,2.9,5.4,8.3,1.5,1.1,1.3,1.2,3,15,PF
Elton Brand,1882,2011-12,50,-63,TRUE,PHI,33,60,28.9,4.8,9.7,0.494,0,0,0,1.4,1.9,0.733,2.4,4.7,7.2,1.6,1,1.6,1.1,2.9,11,PF
Elton Brand,1882,2012-13,113,-41,FALSE,DAL,34,72,21.2,3.1,6.6,0.473,0,0,0,0.9,1.3,0.71,1.8,4.2,6,1,0.7,1.3,0.8,2.7,7.2,PF
Lamar Odom,1885,1999-00,30,1,FALSE,LAC,20,76,36.4,5.9,13.5,0.438,0.8,2.2,0.36,4,5.5,0.719,2.1,5.7,7.8,4.2,1.2,1.3,3.4,3.8,16.6,PF
Lamar Odom,1885,2003-04,20,-4,FALSE,MIA,24,80,37.5,6.1,14.1,0.43,0.8,2.6,0.298,4.3,5.7,0.742,2,7.7,9.7,4.1,1.1,0.9,3,3.4,17.1,PF
Lamar Odom,1885,2004-05,24,8,FALSE,LAL,25,64,36.3,5.7,12.1,0.473,0.6,1.8,0.308,3.2,4.7,0.695,2.1,8.1,10.2,3.7,0.7,1,2.5,3.3,15.2,PF
Lamar Odom,1885,2005-06,16,-11,FALSE,LAL,26,80,40.3,5.6,11.6,0.481,1,2.7,0.372,2.7,3.9,0.69,2.3,7,9.2,5.5,0.9,0.8,2.7,3.2,14.8,PF
Lamar Odom,1885,2006-07,27,3,FALSE,LAL,27,56,39.3,5.7,12.2,0.468,1,3.3,0.297,3.5,5.1,0.7,1.8,7.9,9.8,4.8,0.9,0.6,2.9,3.3,15.9,PF
Lamar Odom,1885,2007-08,24,-28,TRUE,LAL,28,77,37.9,5.4,10.3,0.525,0.4,1.5,0.274,3,4.3,0.698,2.6,8.1,10.6,3.5,1,0.9,2,2.9,14.2,PF
Lamar Odom,1885,2008-09,52,6,FALSE,LAL,29,78,29.7,4.4,9,0.492,0.4,1.3,0.32,2.1,3.3,0.623,2.3,5.9,8.2,2.6,1,1.3,1.8,3,11.3,PF
Lamar Odom,1885,2009-10,46,14,FALSE,LAL,30,82,31.5,4.2,9,0.463,0.7,2.2,0.319,1.7,2.5,0.693,2.2,7.5,9.8,3.3,0.9,0.7,1.8,2.8,10.8,PF
Lamar Odom,1885,2012-13,150,115,FALSE,LAC,33,82,19.7,1.8,4.5,0.399,0.2,1.1,0.2,0.2,0.5,0.476,1.4,4.4,5.9,1.7,0.8,0.7,1,2.6,4,PF
Richard Hamilton,1888,1999-00,190,101,FALSE,WAS,22,71,19.3,3.6,8.5,0.42,0.4,1.1,0.364,1.5,1.9,0.774,0.5,1.3,1.8,1.5,0.4,0.1,1.2,2,9,SG
Richard Hamilton,1888,2000-01,89,16,FALSE,WAS,23,78,32.3,7,16,0.438,0.5,1.9,0.274,3.6,4.1,0.868,1,2.1,3.1,2.9,1,0.1,2.6,2.6,18.1,SG
Richard Hamilton,1888,2001-02,73,4,FALSE,WAS,24,63,34.9,7.5,17.2,0.435,0.3,0.7,0.381,4.8,5.3,0.89,1.2,2.3,3.4,2.7,0.6,0.2,2.1,2.2,20,SG
Richard Hamilton,1888,2002-03,69,7,FALSE,DET,25,82,32.2,7,15.7,0.443,0.4,1.5,0.269,5.4,6.4,0.833,1.1,2.8,3.9,2.5,0.8,0.2,2.4,3,19.7,SG
Richard Hamilton,1888,2003-04,62,9,FALSE,DET,26,78,35.6,6.8,14.9,0.455,0.2,0.9,0.265,3.8,4.4,0.868,1,2.6,3.6,4,1.3,0.2,2.7,2.8,17.6,SG
Richard Hamilton,1888,2004-05,53,2,FALSE,DET,27,76,38.5,6.7,15.3,0.44,0.5,1.6,0.305,4.8,5.6,0.858,1,2.9,3.9,4.9,1,0.2,2.9,3.1,18.7,SG
